CVE-2013-2930,0,0,0,0,0,0,0
CVE-2013-7026,0,0,0,0,0,0,0
CVE-2013-7446,0,0,0,0,0,0,0
CVE-2014-0101,0,0,0,0,0,0,0
CVE-2014-1690,0,0,0,0,0,0,0
CVE-2014-2523,0,0,0,0,0,0,0
CVE-2014-2739,0,0,0,0,0,0,0
CVE-2014-3144,0,0,0,0,0,0,0
CVE-2014-3145,0,0,0,0,0,0,0
CVE-2014-3687,0,0,0,0,0,0,0
CVE-2014-3688,0,0,0,0,0,0,0
CVE-2014-5077,0,0,0,0,0,0,0
CVE-2014-7284,0,0,0,0,0,0,0
CVE-2014-7825,0,0,0,0,0,0,0
CVE-2014-7826,0,0,0,0,0,0,0
CVE-2014-7841,0,0,0,0,0,0,0
CVE-2014-8369,0,0,0,0,0,0,0
CVE-2014-8709,0,0,0,0,0,0,0
CVE-2014-9715,0,0,0,0,0,0,0
CVE-2014-9903,0,0,0,0,0,0,0
CVE-2014-9904,0,0,0,0,0,0,0
CVE-2014-9914,0,0,0,0,0,0,0
CVE-2015-1339,0,0,0,0,0,0,0
CVE-2015-1421,0,0,0,0,0,0,0
CVE-2015-2672,0,0,0,0,0,0,0
CVE-2015-3212,0,0,0,0,0,0,0
CVE-2015-4700,0,0,0,0,0,0,0
CVE-2015-5283,0,0,0,0,0,0,0
CVE-2015-7566,0,0,0,0,0,0,0
CVE-2015-8709,0,0,0,0,0,0,0
CVE-2015-8746,0,0,0,0,0,0,0
CVE-2015-8785,0,0,0,0,0,0,0
CVE-2015-8787,0,0,0,0,0,0,0
CVE-2015-8816,0,0,0,0,0,0,0
CVE-2015-8844,0,0,0,0,0,0,0
CVE-2015-8845,0,0,0,0,0,0,0
CVE-2015-9004,0,0,0,0,0,0,0
CVE-2016-0617,0,0,0,0,0,0,0
CVE-2016-10150,0,0,0,0,0,0,0
CVE-2016-10200,0,0,0,0,0,0,0
CVE-2016-10764,0,0,0,0,0,0,0
CVE-2016-10907,0,0,0,0,0,0,0
CVE-2016-2070,0,0,0,0,0,0,0
CVE-2016-2117,0,0,0,0,0,0,0
CVE-2016-2188,0,0,0,0,0,0,0
CVE-2016-2383,0,0,0,0,0,0,0
CVE-2016-2550,0,0,0,0,0,0,0
CVE-2016-2782,0,0,0,0,0,0,0
CVE-2016-3713,0,0,0,0,0,0,0
CVE-2016-3951,0,0,0,0,0,0,0
CVE-2016-4470,0,0,0,0,0,0,0
CVE-2016-4558,0,0,0,0,0,0,0
CVE-2016-4581,0,0,0,0,0,0,0
CVE-2016-4794,0,0,0,0,0,0,0
CVE-2016-4805,0,0,0,0,0,0,0
CVE-2016-5696,0,0,0,0,0,0,0
CVE-2016-5828,0,0,0,0,0,0,0
CVE-2016-6156,0,0,0,0,0,0,0
CVE-2016-6162,0,0,0,0,0,0,0
CVE-2016-6327,0,0,0,0,0,0,0
CVE-2016-6480,0,0,0,0,0,0,0
CVE-2016-6516,0,0,0,0,0,0,0
CVE-2016-6828,0,0,0,0,0,0,0
CVE-2016-7039,0,0,0,0,0,0,0
CVE-2016-7117,0,0,0,0,0,0,0
CVE-2016-7912,0,0,0,0,0,0,0
CVE-2016-7917,0,0,0,0,0,0,0
CVE-2016-8399,0,0,0,0,0,0,0
CVE-2016-8405,0,0,0,0,0,0,0
CVE-2016-8632,0,0,0,0,0,0,0
CVE-2016-8650,0,0,0,0,0,0,0
CVE-2016-8655,0,0,0,0,0,0,0
CVE-2016-8666,0,0,0,0,0,0,0
CVE-2016-9191,0,0,0,0,0,0,0
CVE-2016-9313,0,0,0,0,0,0,0
CVE-2016-9754,0,0,0,0,0,0,0
CVE-2016-9755,0,0,0,0,0,0,0
CVE-2016-9756,0,0,0,0,0,0,0
CVE-2016-9777,0,0,0,0,0,0,0
CVE-2016-9806,0,0,0,0,0,0,0
CVE-2016-9919,0,0,0,0,0,0,0
CVE-2017-1000,0,0,0,0,0,0,0
CVE-2017-1000111,0,0,0,0,0,0,0
CVE-2017-1000112,0,0,0,0,0,0,0
CVE-2017-1000252,0,0,0,0,0,0,0
CVE-2017-1000255,0,0,0,0,0,0,0
CVE-2017-1000365,0,0,0,0,0,0,0
CVE-2017-1000370,0,0,0,0,0,0,0
CVE-2017-1000371,0,0,0,0,0,0,0
CVE-2017-1000407,0,0,0,0,0,0,0
CVE-2017-11089,0,0,0,0,0,0,0
CVE-2017-11600,0,0,0,0,0,0,0
CVE-2017-12146,0,0,0,0,0,0,0
CVE-2017-12153,0,0,0,0,0,0,0
CVE-2017-12192,0,0,0,0,0,0,0
CVE-2017-12193,0,0,0,0,0,0,0
CVE-2017-13168,0,0,0,0,0,0,0
CVE-2017-13686,0,0,0,0,0,0,0
CVE-2017-14051,0,0,0,0,0,0,0
CVE-2017-14340,0,0,0,0,0,0,0
CVE-2017-14497,0,0,0,0,0,0,0
CVE-2017-14954,0,0,0,0,0,0,0
CVE-2017-15126,0,0,0,0,0,0,0
CVE-2017-15129,0,0,0,0,0,0,0
CVE-2017-15306,0,0,0,0,0,0,0
CVE-2017-15537,0,0,0,0,0,0,0
CVE-2017-15649,0,0,0,0,0,0,0
CVE-2017-15951,0,0,0,0,0,0,0
CVE-2017-16525,0,0,0,0,0,0,0
CVE-2017-16650,0,0,0,0,0,0,0
CVE-2017-16939,0,0,0,0,0,0,0
CVE-2017-16994,0,0,0,0,0,0,0
CVE-2017-16995,0,0,0,0,0,0,0
CVE-2017-16996,0,0,0,0,0,0,0
CVE-2017-17052,0,0,0,0,0,0,0
CVE-2017-17053,0,0,0,0,0,0,0
CVE-2017-17712,0,0,0,0,0,0,0
CVE-2017-17805,0,0,0,0,0,0,0
CVE-2017-17807,0,0,0,0,0,0,0
CVE-2017-17852,0,0,0,0,0,0,0
CVE-2017-17853,0,0,0,0,0,0,0
CVE-2017-17854,0,0,0,0,0,0,0
CVE-2017-17855,0,0,0,0,0,0,0
CVE-2017-17856,0,0,0,0,0,0,0
CVE-2017-17857,1,0,0,0,0,0,0
CVE-2017-17862,0,0,0,0,0,0,0
CVE-2017-17863,0,0,0,0,0,0,0
CVE-2017-17864,0,0,0,0,0,0,0
CVE-2017-18075,0,0,0,0,0,0,0
CVE-2017-18174,0,0,0,0,0,0,0
CVE-2017-18202,0,0,0,0,0,0,0
CVE-2017-18208,0,0,0,0,0,0,0
